lvl,category,be=ru,be+ru,be,ru+be,ru,other both,other be,other ru,no lang,be=ru%,be+ru%,be%,ru+be%,ru%,other both%,other be%,other ru%,no lang%
,clothes = *,0,0,0,0,0,0,0,0,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,club = *,0,0,0,0,0,0,0,0,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
#,building,3,10,1,18,2,1,0,1,353,0.008,0.026,0.003,0.046,0.005,0.003,0.000,0.003,0.907
,building = yes,1,10,1,13,1,0,0,1,254,0.004,0.036,0.004,0.046,0.004,0.000,0.000,0.004,0.904
,building = retail,2,0,0,1,0,0,0,0,34,0.054,0.000,0.000,0.027,0.000,0.000,0.000,0.000,0.919
,building = commercial,0,0,0,1,0,0,0,0,14,0.000,0.000,0.000,0.067,0.000,0.000,0.000,0.000,0.933
,building = office,0,0,0,3,0,1,0,0,14,0.000,0.000,0.000,0.167,0.000,0.056,0.000,0.000,0.778
,building = house,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,building = apartments,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,building = residential,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,building = construction,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,building = kiosk,0,0,0,0,0,0,0,0,18,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,building = *,0,0,0,0,1,0,0,0,16,0.000,0.000,0.000,0.000,0.059,0.000,0.000,0.000,0.941
,building:part = *,0,0,0,0,0,0,0,0,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,entrance = *,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
#,other,0,0,0,0,0,0,1,0,6,0.000,0.000,0.000,0.000,0.000,0.000,0.143,0.000,0.857
#,TOTAL,22,3533,5,124,16,8,9,78,2264,0.004,0.583,0.001,0.020,0.003,0.001,0.001,0.013,0.374
