lvl,category,be=ru,be+ru,be,ru+be,ru,other both,other be,other ru,no lang,be=ru%,be+ru%,be%,ru+be%,ru%,other both%,other be%,other ru%,no lang%
,clothes = *,0,2,1,0,1,0,0,0,6,0.000,0.200,0.100,0.000,0.100,0.000,0.000,0.000,0.600
,club = *,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
#,building,60,54,0,93,35,0,0,6,544,0.076,0.068,0.000,0.117,0.044,0.000,0.000,0.008,0.687
,building = yes,56,48,0,69,22,0,0,4,340,0.104,0.089,0.000,0.128,0.041,0.000,0.000,0.007,0.631
,building = retail,0,1,0,6,11,0,0,1,129,0.000,0.007,0.000,0.041,0.074,0.000,0.000,0.007,0.872
,building = commercial,1,2,0,5,1,0,0,1,9,0.053,0.105,0.000,0.263,0.053,0.000,0.000,0.053,0.474
,building = office,0,0,0,7,0,0,0,0,0,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
,building = house,1,1,0,0,0,0,0,0,0,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,building = apartments,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,building = residential,1,0,0,0,0,0,0,0,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,building = construction,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,building = kiosk,0,0,0,1,0,0,0,0,15,0.000,0.000,0.000,0.062,0.000,0.000,0.000,0.000,0.938
,building = *,1,2,0,0,1,0,0,0,48,0.019,0.038,0.000,0.000,0.019,0.000,0.000,0.000,0.923
,building:part = *,0,0,0,4,0,0,0,0,3,0.000,0.000,0.000,0.571,0.000,0.000,0.000,0.000,0.429
,entrance = *,0,0,0,1,0,0,0,0,0,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
#,other,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
#,TOTAL,923,174,10,1197,184,1,0,12,3656,0.150,0.028,0.002,0.194,0.030,0.000,0.000,0.002,0.594
