lvl,category,be=ru,be+ru,be,ru+be,ru,other both,other be,other ru,no lang,be=ru%,be+ru%,be%,ru+be%,ru%,other both%,other be%,other ru%,no lang%
,shop = *,0,21,0,12,3,0,44,1,2588,0.000,0.008,0.000,0.004,0.001,0.000,0.016,0.000,0.970
,clothes = *,0,0,0,0,0,0,0,0,183,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,club = *,0,0,0,0,0,0,0,0,14,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
#,building,1,289,0,38,34,5,3,1,3862,0.000,0.068,0.000,0.009,0.008,0.001,0.001,0.000,0.912
,building = yes,1,212,0,23,13,2,1,1,2198,0.000,0.086,0.000,0.009,0.005,0.001,0.000,0.000,0.897
,building = retail,0,2,0,4,11,1,2,0,988,0.000,0.002,0.000,0.004,0.011,0.001,0.002,0.000,0.980
,building = commercial,0,5,0,0,1,0,0,0,54,0.000,0.083,0.000,0.000,0.017,0.000,0.000,0.000,0.900
,building = office,0,21,0,1,9,0,0,0,39,0.000,0.300,0.000,0.014,0.129,0.000,0.000,0.000,0.557
,building = house,0,7,0,0,0,0,0,0,34,0.000,0.171,0.000,0.000,0.000,0.000,0.000,0.000,0.829
,building = apartments,0,1,0,0,0,0,0,0,240,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.996
,building = residential,0,0,0,0,0,0,0,0,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,building = construction,0,0,0,0,0,0,0,0,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,building = kiosk,0,1,0,0,0,0,0,0,77,0.000,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.987
,building = *,0,40,0,9,0,1,0,0,160,0.000,0.190,0.000,0.043,0.000,0.005,0.000,0.000,0.762
,building:part = *,0,0,0,1,0,0,0,0,51,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.981
,entrance = *,0,0,0,0,0,1,0,0,14,0.000,0.000,0.000,0.000,0.000,0.067,0.000,0.000,0.933
#,other,0,0,0,0,0,0,0,0,171,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
#,TOTAL,42,3170,52,1938,303,35,56,14,50996,0.001,0.056,0.001,0.034,0.005,0.001,0.001,0.000,0.901
