lvl,category,be=ru,be+ru,be,ru+be,ru,other both,other be,other ru,no lang,be=ru%,be+ru%,be%,ru+be%,ru%,other both%,other be%,other ru%,no lang%
,clothes = *,0,0,0,0,0,0,0,27,40,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.403,0.597
,club = *,0,0,0,0,0,0,0,0,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
#,building,2,32,1,39,83,0,3,2,1556,0.001,0.019,0.001,0.023,0.048,0.000,0.002,0.001,0.906
,building = yes,2,25,0,10,75,0,2,1,1012,0.002,0.022,0.000,0.009,0.067,0.000,0.002,0.001,0.898
,building = retail,0,0,0,0,1,0,0,0,91,0.000,0.000,0.000,0.000,0.011,0.000,0.000,0.000,0.989
,building = commercial,0,0,0,0,0,0,0,0,38,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,building = office,0,0,0,0,0,0,0,0,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,building = house,0,1,0,0,2,0,0,0,49,0.000,0.019,0.000,0.000,0.038,0.000,0.000,0.000,0.942
,building = apartments,0,0,0,0,0,0,0,0,91,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,building = residential,0,0,0,0,0,0,0,0,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,building = construction,0,0,1,0,0,0,0,0,10,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.909
,building = kiosk,0,0,0,0,0,0,0,0,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,building = *,0,8,0,29,5,0,1,1,183,0.000,0.035,0.000,0.128,0.022,0.000,0.004,0.004,0.806
,building:part = *,0,0,0,0,0,0,0,0,20,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,entrance = *,0,0,0,0,0,0,0,0,41,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
#,other,0,0,0,0,0,0,0,0,481,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
#,TOTAL,25,1231,16,618,422,23,21,59,11100,0.002,0.091,0.001,0.046,0.031,0.002,0.002,0.004,0.821
